MR Padj NES Cancer Median_ICR_High Median_ICR_Low
BTK 2.47609090446725e-05 3.11942640465331 BRCA 0.0930681174870913 -0.0981672388740679
CELSR2 2.47609090446725e-05 2.07224997006821 BRCA -0.110728414769035 0.0835473516879124
FSTL1 2.47609090446725e-05 1.81104788463084 BRCA 0.00485953272896751 -0.0372583931893381
TRIM22 2.47609090446725e-05 2.29059346542983 BRCA 0.0481353856347333 -0.0631859274340383
IKZF1 2.47609090446725e-05 2.93381132607199 BRCA 0.09049957234919 -0.079454222205115
ORC1 2.47609090446725e-05 1.80188575918442 BRCA 0.104226211758356 -0.0472065280279209
NCF1 2.47609090446725e-05 3.07645737095039 BRCA 0.121471321305695 -0.0796162018386171
MNDA 2.47609090446725e-05 3.07013015495092 BRCA 0.114935905062271 -0.09623671910129
FLI1 2.47609090446725e-05 2.26615428920897 BRCA 0.0242634290586075 -0.0569354277376244
FGF7 2.47609090446725e-05 2.40864852714045 BRCA -0.00281539321182082 -0.0492233398296079
HAVCR2 2.47609090446725e-05 3.07077908456394 BRCA 0.0759591787241539 -0.0700083516824026
RUNX3 2.47609090446725e-05 2.45963828649046 BRCA 0.100626955333132 -0.10533162794433
CD28 2.47609090446725e-05 2.9110687591923 BRCA 0.0798834520372654 -0.0759170193892541
LGALS9 2.47609090446725e-05 1.95570883368629 BRCA 0.121254640918838 -0.0808548774302544
ZBED2 2.47609090446725e-05 2.19114083413402 BRCA 0.120497457279416 -0.0857435882062108
LILRB4 2.47609090446725e-05 3.08394927366538 BRCA 0.132583492163401 -0.111773953381252
TGFB1I1 2.47609090446725e-05 2.11882502271971 BRCA -0.0283183188818051 -0.0125555661468171
ACVRL1 2.47609090446725e-05 2.05406273451171 BRCA 0.0431320621048297 -0.0546196629879191
CARD16 2.47609090446725e-05 2.24283679076773 BRCA 0.0820049862547968 -0.0814271675702857
ENG 2.47609090446725e-05 1.98185950042094 BRCA 0.0426549405614029 -0.0768504057752478
MSC 2.47609090446725e-05 2.44129128090833 BRCA 0.0867847472464226 -0.0723496897050997
TFEC 2.47609090446725e-05 2.4397934496137 BRCA 0.0919948736002975 -0.07951614101698
SFRP2 2.47609090446725e-05 2.44224523172335 BRCA -0.0183913265516732 -0.0221211525760379
KLHL6 2.47609090446725e-05 2.24960079394498 BRCA 0.0951561265866836 -0.0714997199837296
S1PR1 2.47609090446725e-05 1.90039810978537 BRCA 0.0403174317898304 -0.0771652200494938
NLRC3 2.47609090446725e-05 2.84700661804693 BRCA 0.0689537363024319 -0.0510747682146639
APOE 2.47609090446725e-05 2.35481215922197 BRCA 0.0891720208542568 -0.087092999159905
FOXM1 2.47609090446725e-05 1.97442657397595 BRCA 0.0771309556905277 -0.05689239847904
CDT1 2.47609090446725e-05 1.94434083829586 BRCA 0.0954266256914903 -0.0511642969549327
SLA2 2.47609090446725e-05 3.07833685288341 BRCA 0.134068015371031 -0.107819710955442
CDC45 2.47609090446725e-05 1.82152192820708 BRCA 0.0965975527980114 -0.0607230177364538
CD80 2.47609090446725e-05 2.81072266539316 BRCA 0.101390329645401 -0.0709386691945737
FOSL1 2.47609090446725e-05 1.99543951557075 BRCA 0.0808454614598161 -0.0959546766322395
CD3D 2.47609090446725e-05 2.97152795045115 BRCA 0.126485713661063 -0.104941214570475
CSDC2 2.47609090446725e-05 2.16344942092691 BRCA -0.0311928614125955 -0.0279534852569039
COL1A1 2.47609090446725e-05 2.6690777028725 BRCA -0.0459864988830265 -0.00659775280905499
IRF1 2.47609090446725e-05 2.71721100272886 BRCA 0.0694705647720968 -0.0596780827517851
CHRDL1 2.47609090446725e-05 1.86925778938142 BRCA 0.0192055844409494 -0.054608707272309
TMIGD3 2.47609090446725e-05 2.68904016771245 BRCA -0.00875563203245914 0.00299656750156856
CCNA2 2.47609090446725e-05 1.90812703806066 BRCA 0.0791577757711239 -0.0637345123820094
AURKB 2.47609090446725e-05 1.87235616771542 BRCA 0.0809007851507467 -0.0560056664039989
IRF4 2.47609090446725e-05 2.94621546388981 BRCA 0.128133344916409 -0.107841415199702
IGF1 2.47609090446725e-05 2.27673858139482 BRCA 0.0491428298187505 -0.0637106847285077
PYHIN1 2.47609090446725e-05 3.05173452606161 BRCA 0.13796592741658 -0.111145478661002
TNFAIP3 2.47609090446725e-05 2.02390714553326 BRCA 0.0985319664385432 -0.0864518557878036
SCML4 2.47609090446725e-05 2.85859968868105 BRCA 0.0980352814412198 -0.0916967839181489
ZNF831 2.47609090446725e-05 2.90246646076731 BRCA 0.120004638436223 -0.0973568731662506
PSME2 2.47609090446725e-05 2.04546205517668 BRCA 0.0489756313769477 -0.0254780708367282
NLRC5 2.47609090446725e-05 2.74145902877159 BRCA 0.100032223177918 -0.0734932466519619
PSMB9 2.47609090446725e-05 2.88110521125872 BRCA 0.0905246206284076 -0.0707778230054226
WNT2 2.47609090446725e-05 2.33663713485341 BRCA 0.142489150325629 -0.116613267015363
S100A8 2.47609090446725e-05 2.31321585926091 BRCA 0.139922710660913 -0.121125940244841
PSMB8 2.47609090446725e-05 2.41713488535012 BRCA 0.114156695238433 -0.0899881318049386
STAT1 2.47609090446725e-05 2.61821114299382 BRCA 0.0914220912157097 -0.0739626575196201
RELB 2.47609090446725e-05 1.94319475458833 BRCA 0.0917992869118446 -0.0788294983724936
CHRD 2.47609090446725e-05 1.92375875288131 BRCA -0.0985523897673098 0.0758148527470523
CIITA 2.47609090446725e-05 2.55789768682716 BRCA 0.0566766554134413 -0.0424193742523123
SLC11A1 2.47609090446725e-05 2.35339168141698 BRCA 0.0649749961331504 -0.0523399234305802
SP140 2.47609090446725e-05 2.82636800740591 BRCA 0.131083665501543 -0.110263607104319
TBX21 2.47609090446725e-05 2.8938353229517 BRCA 0.131060101290226 -0.110069821676099
PARP14 2.47609090446725e-05 2.45181931547649 BRCA 0.0759412558627021 -0.0538239449034367
TNIP3 2.47609090446725e-05 2.68258565936549 BRCA 0.101907682819741 -0.0980117723921774
BATF2 2.47609090446725e-05 2.64053287440837 BRCA 0.0641988608521694 -0.0150970133954802
SPIB 2.47609090446725e-05 2.41411329255571 BRCA 0.125016267550432 -0.0999456601632326
MEOX1 2.47609090446725e-05 2.18423208359417 BRCA 0.0647393341324366 -0.0940946845893555
AKNA 2.47609090446725e-05 2.00009119774252 BRCA 0.0773275095872239 -0.0786827211375556
LPXN 2.47609090446725e-05 2.23656627713998 BRCA 0.0818894478430538 -0.0673244984989035
POU2AF1 2.47609090446725e-05 2.52775499114807 BRCA 0.122069156252773 -0.101209087713094
IL6 2.47609090446725e-05 2.37441292187328 BRCA 0.0893114465423669 -0.0998664358239981
CD40LG 2.47609090446725e-05 2.71601838639012 BRCA 0.120943804199385 -0.0957622605419967
ETV7 2.47609090446725e-05 1.94884751636498 BRCA 0.0983920900204609 -0.0524437948584082
CD74 2.47609090446725e-05 2.70579925674245 BRCA 0.0273876839369065 -0.0636099696600533
LTF 2.47609090446725e-05 2.28605112556644 BRCA 0.0578455715923884 -0.0649031747775636
IFNG 2.47609090446725e-05 2.77648420413471 BRCA 0.101540887795172 -0.0756564091993019
FASLG 2.47609090446725e-05 2.76838519740383 BRCA 0.102367929887701 -0.0791779697436591
PAX5 2.47609090446725e-05 2.32391595279673 BRCA 0.0694810312818912 -0.0666271937103525
PARP9 2.47609090446725e-05 2.4198806103856 BRCA 0.0234256942384012 -0.0112180836216096
DDX58 2.47609090446725e-05 2.39748313930768 BRCA 0.0472265029408956 -0.0137796928784839
FOXP3 2.47609090446725e-05 2.69295781731905 BRCA 0.118295898355523 -0.0920933244849676
CXCL10 2.47609090446725e-05 2.7474762152475 BRCA 0.122826752990171 -0.0956274867437803
STAT4 2.47609090446725e-05 2.45756720678465 BRCA 0.128478734110296 -0.0850497993437467
TNFRSF4 2.47609090446725e-05 2.34393824876082 BRCA 0.101114013585673 -0.0665636547733782
PIM2 2.47609090446725e-05 2.53537520650367 BRCA 0.132464418124208 -0.0956792150357813
ZNF683 2.47609090446725e-05 2.61493223334546 BRCA 0.102513438759773 -0.0812810664517023
TNFSF8 2.47609090446725e-05 2.56750631703607 BRCA 0.0751261386259621 -0.0589462086574848
PARP15 2.47609090446725e-05 2.32041477921693 BRCA 0.0946248333690114 -0.0885240950953983
LYL1 2.47609090446725e-05 2.06370247760229 BRCA 0.0539072337379987 -0.0718540890573679
PLSCR1 2.47609090446725e-05 2.22138861506009 BRCA 0.104741446798314 -0.0703444450277633
TNFSF4 2.49551582784286e-05 2.10231190132734 BRCA 0.0546613946895542 -0.0552921289718802
CD38 2.70779518299965e-05 2.05318684267027 BRCA 0.120107071116778 -0.0907884560783272
IPPK 3.6405047904264e-05 1.6667308125573 BRCA -0.0674122979731634 0.0675956586713441
ERBB4 3.74605745532255e-05 -2.11318356313346 BRCA -0.11238221981822 0.0850972237450806
PLK1 3.77830256795762e-05 1.77976040080868 BRCA 0.0734029320572315 -0.0589185617938683
SP100 3.89464460052262e-05 1.81564724224065 BRCA 0.0677597433102828 -0.0507449648877559
ZNF44 4.28278186756805e-05 -2.10149098120771 BRCA -0.0733443468372078 0.0590873351446063
L3MBTL1 4.28278186756805e-05 -2.30397016598825 BRCA -0.100034109024562 0.071844951295417
HSF4 4.28278186756805e-05 -2.03914053156887 BRCA -0.0650921625989757 0.0553307870428177
PSME1 4.28278186756805e-05 1.99658532844529 BRCA -0.00743269900539511 0.0175445377289933
PCGF3 4.3613749761682e-05 -2.32329811996624 BRCA -0.0859950696467013 0.0718091229081678
PABPC1L 4.42103854462825e-05 -2.23362153278287 BRCA -0.0478064093043182 0.0460963910534789
MZF1 4.42103854462825e-05 -2.53288360003378 BRCA -0.0857122055496797 0.0833628901163303
LHX4 4.42103854462825e-05 -2.43052339563689 BRCA -0.0734523864401412 0.0619621533789819
KAT2A 4.42322979184281e-05 -1.8650042703265 BRCA -0.0253039071202726 0.0374085043891736
SPDEF 4.42322979184281e-05 -2.20387072051089 BRCA -0.0486762453923415 0.0652010785659655
ELP6 4.43051881631933e-05 -1.84775308494959 BRCA -0.098888417932442 0.0735259043714373
ZNF789 4.43051881631933e-05 -2.44229950545584 BRCA -0.046946284861749 0.0357435631400507
TRIM52 4.43051881631933e-05 -2.27788322766097 BRCA -0.0826667716868641 0.0553237507134569
DDX39B 4.43051881631933e-05 -2.40410536337948 BRCA -0.0653337442298174 0.0395352498634782
LPIN3 4.43051881631933e-05 -2.26976367403174 BRCA -0.0553506903365829 0.0418846561782117
ZNF169 4.43051881631933e-05 -2.16552208731426 BRCA -0.0697375219560875 0.0651582986290797
GDF15 4.47055602048571e-05 -2.26075725849128 BRCA -0.0628597460361454 0.052459234474068
OVOL2 4.4994292847457e-05 -2.344095277266 BRCA -0.0605125291306556 0.0560692687533465
ZNF852 4.51558802780577e-05 -2.17908379874268 BRCA -0.0956384160227256 0.0872462221166469
CDK5RAP3 4.51558802780577e-05 -2.06666137856945 BRCA -0.0562031451553499 0.0383130912411344
MYSM1 4.51558802780577e-05 -2.35720873822682 BRCA -0.0162285554792678 0.0272267621759763
GTF2IRD2B 4.51801801283194e-05 -1.91641035833211 BRCA -0.0595782067316927 0.0430664845884552
ELF5 4.53409106923233e-05 -3.06671507606431 BRCA 0.0831275200046298 -0.083921215983621
ZNF337 4.57281837191517e-05 -2.4959756358173 BRCA -0.083797502207635 0.0583804675374658
HTRA1 4.57281837191517e-05 1.93980780820172 BRCA -0.0414184782468728 -0.00613517796899241
DMTF1 4.58993519011512e-05 -2.15585272564901 BRCA -0.0295471779656885 0.0188617662286711
TSSK4 4.679633720913e-05 -2.25023208321129 BRCA -0.0794460921247811 0.0672227362676034
CCNL2 4.679633720913e-05 -2.77553887247907 BRCA -0.0246998296293336 0.013021431718012
NR2C2 4.679633720913e-05 -2.12857802621087 BRCA 0.00304884170660533 0.000483960927726666
TWIST2 4.679633720913e-05 2.03663650626654 BRCA 0.049252186084013 -0.0487255091780526
OVOL1 4.679633720913e-05 -2.17284583361305 BRCA -0.0902245488089413 0.078594963150493
GPS2 4.679633720913e-05 -2.63863323505376 BRCA -0.044877895643188 0.0456581626604713
GRHL2 4.74486433929056e-05 -1.75407857383916 BRCA -0.0862343406207022 0.0770943424045339
ZNF692 4.74486433929056e-05 -2.37952506306775 BRCA -0.0489903096773832 0.0202881741336433
HEYL 4.74486433929056e-05 1.75700101366336 BRCA -0.0946271537660784 0.0551398924180153
TRIP13 4.74486433929056e-05 1.78648066258239 BRCA 0.0313234319638323 -0.0156505552277546
KMT2D 4.74486433929056e-05 -1.64113700399749 BRCA -0.0639873220213275 0.050156093997056
ZNF763 4.74486433929056e-05 -2.14343782463699 BRCA -0.0411215479566379 0.0380065194895538
TBX2 4.74486433929056e-05 -1.66251097886928 BRCA -0.0491136495311798 0.0107115430067229
MSX2 4.74486433929056e-05 -2.59407791408247 BRCA -0.0500882488724445 0.0528181141596509
MDM4 4.74486433929056e-05 -1.88871295522756 BRCA -0.0584859959729905 0.0531073902388836
GTF2IRD2 4.74486433929056e-05 -2.12134004771835 BRCA -0.0797788023927034 0.0634184179355607
FOXA1 4.82509838077523e-05 -2.45029451861995 BRCA -0.0808049252597406 0.0834193888919041
ZNF385A 4.84970120597651e-05 -2.07718472404559 BRCA -0.0777707113652385 0.0264518347982051
TBX3 4.84970120597651e-05 -2.49885384926981 BRCA -0.102388326128091 0.0821487496717429
KLF5 4.9324067924612e-05 -2.26149072084353 BRCA 0.0777454745024097 -0.0653499239790468
VGLL1 4.94372674193691e-05 -2.61322454203128 BRCA 0.0630671674439294 -0.0822473794917371
ATP8B1 5.018775452119e-05 -2.32776476767278 BRCA -0.114039791475127 0.100831574692917
ZNF552 5.06858281798175e-05 -2.48141672511934 BRCA -0.0901120857019953 0.0903176818627113
ERBB2 5.07305333917968e-05 -2.77967561820126 BRCA -0.0419704369653876 0.0384523984438174
SETD2 5.07305333917968e-05 -1.97081441067301 BRCA -0.0429070478625903 0.0371438450466033
ZNF19 5.08796112373377e-05 -1.94146809139897 BRCA -0.0937881744885886 0.0615482795450198
FBP1 5.24217852795579e-05 -2.48546031643331 BRCA -0.0460414357554742 0.0551762739172606
ELF3 5.24666645247843e-05 -2.76967589280951 BRCA 0.00651690158796368 -0.019024097717891
TCEAL1 5.38485563202051e-05 -1.8080044377602 BRCA -0.0796040322439149 0.0765216199963527
GATA3 5.47386614621965e-05 -2.6454423906963 BRCA -0.0958188248615305 0.0873122552938152
TRAK1 5.53922991700865e-05 -2.74327458840693 BRCA -0.10442194738997 0.100164014338731
ZNF805 6.6612419980866e-05 -1.71904427115085 BRCA -0.0758594410163667 0.0551894975395554
DLGAP5 9.46974225760089e-05 1.72484792226669 BRCA 0.0866650772745324 -0.0758304800045643
IL1B 0.000144257024801904 1.86675899621231 BRCA 0.0890430116425598 -0.0723405331751755
S100A9 0.000146232547639468 1.81590068235843 BRCA 0.15185487331365 -0.117845956900683
TCEAL7 0.00016346463110307 1.69759733245325 BRCA -0.0469852228201504 -0.00797876842007266
RORC 0.000183880891512576 -1.72345709421799 BRCA -0.102249375543819 0.0681879812351089
VGLL3 0.000184151943469932 -1.56680167593243 BRCA 0.0439620607268216 -0.0386685573359415
PRKCB 0.000186499185357697 1.96549951861956 BRCA 0.104844220999799 -0.0908445726703701
MMP12 0.000216394173935455 1.94101420412182 BRCA 0.106938731132874 -0.0608137788751088
RRM2 0.000217376060687163 1.79674833792767 BRCA 0.0594631828602668 -0.0323787041426869
QRICH1 0.000245326001487215 -1.81250538229414 BRCA -0.119906611619746 0.0896396568877226
CREB3L4 0.000269929332789284 -1.86634658904766 BRCA -0.0725753017708654 0.072113276849259
AR 0.000277654197241682 -1.96784428589143 BRCA -0.0862598187785555 0.0643591926137225
ZNF83 0.000298186344373845 -1.94240091157263 BRCA -0.100725454581427 0.0711762766742156
ZNF410 0.000344311474262967 -1.62386780608137 BRCA -0.0640517067619605 0.0682695380265394
BHLHE40 0.000346365765824281 1.78021768809028 BRCA -0.0914946130982199 0.0281483274393042
ZNF862 0.000360954402462208 -1.85172225173789 BRCA -0.0990216550166295 0.0720652742544682
S100A12 0.000366049274817055 1.74677549267074 BRCA 0.0999318341777641 -0.0956584781400955
MYT1 0.000367072053510804 -1.9285576442423 BRCA -0.0910334027061106 0.0669977887304127
RAI1 0.000385340584838101 -1.85286102260045 BRCA -0.0495835253856157 0.0385643779622604
FAM200B 0.000472261544934902 -1.68975647737044 BRCA -0.0377109108795373 0.0354462902564352
SARNP 0.000512745699046243 -1.68491304796959 BRCA -0.0801066910705416 0.0665191256185534
NFATC2IP 0.000783471667847029 -1.88221543723015 BRCA -0.059297058700297 0.058965907773451
CENPF 0.000855787239609317 1.66542371945845 BRCA 0.0825095910691243 -0.0692167082830728
ANKRA2 0.00107284133718812 -1.65291443938502 BRCA -0.102822459955477 0.0796146964287668
ASF1B 0.00109521462047465 1.60072011273977 BRCA 0.0595492369354628 -0.0410872711352265
ZNF768 0.00112079485559489 -1.86161948491689 BRCA -0.129269164927114 0.118858393772894
CREB3 0.00114681843062855 1.80044497112896 BRCA -0.049090689181775 0.0404546187238492
ZNF354B 0.00147447040433993 -1.81958205731095 BRCA -0.0255444424800868 0.0358025814960653
FANK1 0.00149257415273012 -1.89162292871915 BRCA -0.0886338332011031 0.0696394102646622
SEC14L2 0.00157380776112528 1.66074182785822 BRCA -0.100626193792026 0.0559583486986322
AIM2 0.00254142521500603 1.5707979560529 BRCA 0.116226231328893 -0.0896671558756412
TRIM29 0.00273768084124063 -1.47547534720715 BRCA 0.0655341671225711 -0.0741048692760823
SALL2 0.00279950176434816 -1.83600411794004 BRCA -0.0825300655112638 0.0760299481207618
HEXIM2 0.00341674121635199 -1.77142605150364 BRCA -0.0996504248788242 0.0830396777037514
STK36 0.00369325122162713 -1.80836177067032 BRCA -0.0975490704081801 0.0707449645121163
FGF1 0.00388934026118911 1.79903221869001 BRCA -0.0121913867071461 -0.0361060576617718
TLR6 0.00392684800214849 1.60650653440096 BRCA 0.120922053851719 -0.0744528977709618
DDX17 0.00393844037259593 -1.52694912551355 BRCA -0.110059007795509 0.0759674098743249
NCOA7 0.00398140730756132 1.80114176539002 BRCA 0.109723296738213 -0.092389201391007
DKK3 0.00415530300482682 1.78496972426101 BRCA -0.045660254928867 0.00435611210685032
ZNF276 0.00447561591993625 -1.64175719208709 BRCA 0.0817336123186544 -0.0571439356230616
ABHD14B 0.00500915805327429 -1.54691477082327 BRCA -0.0811869891679026 0.0550274581884188
CEP290 0.00543945944747165 -1.69001678096459 BRCA -0.0538842186630408 0.043679936625277
CARF 0.00581148246709457 -1.73555706603571 BRCA -0.11362744497883 0.0825837861042841
PKN2 0.0061702633509143 -1.68567313034066 BRCA -0.0374055544654028 0.0309623987831369
PTTG1 0.0062337578903642 1.51214416141218 BRCA 0.0793892893605886 -0.0644594327116518
ZNF837 0.00643408968588813 -1.66689444329936 BRCA -0.0666818309754081 0.0493972086155173
FOXS1 0.00699720706681791 1.70497991072215 BRCA -0.0732255242845222 0.0487096726065272
EGFR 0.00727131909676851 1.58566055000684 BRCA 0.0809058857272198 -0.0829256826170102
H2AFJ 0.00769331381090616 -1.68192090713649 BRCA -0.0389543193248835 0.0363474190541359
NEK4 0.00870048163380473 -1.67123084695662 BRCA -0.109763873338122 0.0898188084199946
ZNF214 0.00888069913917708 -1.7001931260798 BRCA -0.0878408933014508 0.0795068444958567
MED31 0.00948570149901814 -1.41830896166999 BRCA -0.0239434468422863 0.0336263475043076
BIRC5 0.0100690464979517 1.49537396637291 BRCA 0.0837641656404245 -0.0463677626549637
HKR1 0.0100690464979517 -1.74737040123035 BRCA -0.0550921551905143 0.0319372532588102
ZNF490 0.0131149830352724 -1.58839317277957 BRCA -0.0471698554429314 0.0437610143287372
SMARCC2 0.0135861920574606 -1.39820149130956 BRCA -0.0747094491506622 0.0529202812448265
GLIS2 0.0136003310481395 1.53659342440881 BRCA -0.00556400881983679 -0.0401530688246075
NFIL3 0.0141653199433865 1.69916380691953 BRCA 0.0631297170277209 -0.0670662382256618
ZSCAN32 0.0147429076446747 -1.70513415671413 BRCA -0.0914577799617361 0.0870499038425703
DCAF1 0.0150171134487166 -1.57755954927551 BRCA -0.0651563891886377 0.0607971020180648
ZNF81 0.0151516769687304 -1.60646912706813 BRCA -0.0629142548807197 0.0534936227290328
EBF2 0.0152845371769063 1.63530911074123 BRCA -0.0804510519119545 0.0531265989501474
FGF10 0.0158952062433112 1.49103550045527 BRCA -0.0675199726369228 0.0570344721829466
TLR4 0.0162290919011941 1.58498705853176 BRCA 0.0331281140916477 -0.0496168622645759
IL33 0.0167353876371589 1.69991099334266 BRCA 0.0242185061371928 -0.0791671209754949
ZNF785 0.0182282204710886 -1.70806405184759 BRCA -0.102339183869986 0.0886875436249557
INO80E 0.0186039729984935 -1.62998958182671 BRCA -0.100942239794197 0.0755441217138438
ZFHX4 0.0187078317997182 1.57581163463416 BRCA -0.154311150207398 0.117204630110598
AFF3 0.0199823381470134 1.45476362982781 BRCA -0.100971308013756 0.0808945780432813
TMBIM6 0.0211499957322497 -1.56545819566043 BRCA -0.0839272328724852 0.083213726096754
ZNF688 0.0232758128250042 -1.51427285698813 BRCA -0.0693074683027126 0.048442908444621
MET 0.0249859678344444 1.46471277685757 BRCA 0.035149013317583 -0.0729654786117873
DEPDC1 0.0269098061858958 1.41444140029041 BRCA 0.0643184375452795 -0.0406524497174627
ZNF141 0.0269116313309307 -1.66177136559866 BRCA -0.0919959957918805 0.08218453087802
NOTCH4 0.0279102220897748 -1.41439511232547 BRCA -0.0186404992445976 -0.0296668272005887
KDM3B 0.0279102220897748 -1.35349569333767 BRCA -0.118148523786244 0.0889706962217299
KAT6B 0.0284010098993418 -1.60673724535888 BRCA -0.0870006629383289 0.0878677180040252
ZNF423 0.0293149252655353 -1.47350001634154 BRCA -0.0466556160310966 0.018368274094079
TNKS 0.0293149252655353 -1.50647126213633 BRCA -0.0562067552253656 0.0603773962011497
DACH1 0.0301478727963155 -1.51876112461053 BRCA -0.0945517159239095 0.068465663850627
NOSTRIN 0.0377768414713638 -1.60661750405467 BRCA -0.0853677835000642 0.0677671157133919
ZSCAN29 0.0384976777557341 -1.5965392886136 BRCA -0.0710416366551276 0.0823972959028258
FOXJ1 0.0387179785816139 -1.63323196337204 BRCA -0.120216899518951 0.0735338827897157
ICE2 0.0398777259660769 -1.59087613091078 BRCA -0.103397860575557 0.0872551134064544
PDPK1 0.0437920750183485 -1.47763457030384 BRCA -0.0804646872071887 0.0529181724910433
BACH2 0.0468296657678094 1.59555302120062 BRCA 0.0252775263422394 -0.0436214253723877
TEFM 0.0472392215044557 -1.3590160692474 BRCA 0.0134044034402328 0.035999817555999
SPAG8 0.0479433814496025 -1.60082376845895 BRCA -0.101275933304066 0.0765050221269541
SPATA24 0.0488158576900711 -1.49212805130324 BRCA -0.0825761325787611 0.084567627518577
CD4 2.47609090446725e-05 2.97725806055401 HNSC 0.017285095861396 -0.036763598720109
FGFR1 2.47609090446725e-05 1.73408897164703 HNSC -0.00576832684600039 0.00823502335642355
ZEB2 2.47609090446725e-05 2.42204932944686 HNSC 0.00803533212357182 -0.00639151980435729
DDR2 2.47609090446725e-05 2.50695779172817 HNSC -0.0109558806125535 0.00137840991146699
ICAM1 2.47609090446725e-05 2.15643322224381 HNSC 0.0288234555414447 -0.0322617263388745
ITGB2 2.47609090446725e-05 3.12782628553053 HNSC 0.0326062337672504 -0.0326866710830225
CMKLR1 2.47609090446725e-05 2.95923017931602 HNSC 0.0326776107451683 -0.0356630116751845
IL16 2.47609090446725e-05 2.86475787942549 HNSC 0.0175778663525434 -0.0326704317242708
ACTN1 2.47609090446725e-05 1.93987690545794 HNSC 0.00605676915716873 -0.00502504176630818
CD86 2.47609090446725e-05 2.83830606954374 HNSC 0.0423844684747672 -0.0402776597889458
IRF8 2.47609090446725e-05 2.93718356295537 HNSC 0.0258316612162336 -0.0386714201804387
HCK 2.47609090446725e-05 3.04875390433028 HNSC 0.0439783655826425 -0.0576026437732917
PLEK 2.47609090446725e-05 3.11964924561685 HNSC 0.0324556149774578 -0.0247213195545109
NLRP3 2.47609090446725e-05 2.50606095640629 HNSC 0.0380043821665503 -0.0413344734844133
SPI1 2.47609090446725e-05 3.14637250328024 HNSC 0.0285410701349687 -0.0403548356213066
BTK 2.47609090446725e-05 3.11942640465331 HNSC 0.0440034877981672 -0.0526891099494631
FSTL1 2.47609090446725e-05 1.81104788463084 HNSC -0.00151331816554271 -0.00494530653647107
NFAM1 2.47609090446725e-05 3.01946932176999 HNSC 0.034524217241054 -0.0406361872100856
RHOH 2.47609090446725e-05 3.1226711244623 HNSC 0.0492269472735595 -0.0469432290884288
TRIM22 2.47609090446725e-05 2.29059346542983 HNSC 0.040812471939454 -0.0335907660470203
IKZF1 2.47609090446725e-05 2.93381132607199 HNSC 0.0335444239985428 -0.0350923716015718
NCF1 2.47609090446725e-05 3.07645737095039 HNSC 0.0275791142002039 -0.0277785145401798
MNDA 2.47609090446725e-05 3.07013015495092 HNSC 0.0436878968157965 -0.0462692093297211
FLI1 2.47609090446725e-05 2.26615428920897 HNSC 0.0181843338236779 -0.0323380589630011
HAVCR2 2.47609090446725e-05 3.07077908456394 HNSC 0.0432315732584855 -0.0360169738618245
GREM1 2.47609090446725e-05 2.64338487886537 HNSC 0.00528468441438467 -0.00783736142258231
CD28 2.47609090446725e-05 2.9110687591923 HNSC 0.0291736140885051 -0.0448856296515621
ZNF469 2.47609090446725e-05 2.47076390341486 HNSC -0.00949008769795897 0.00744539526240864
LGALS9 2.47609090446725e-05 1.95570883368629 HNSC 0.043906455328355 -0.0407740811094296
DCN 2.47609090446725e-05 2.50544056233608 HNSC 0.00317324977387397 -0.00943696638276381
LILRB4 2.47609090446725e-05 3.08394927366538 HNSC 0.0343028268548685 -0.0371107714368263
TGFB1I1 2.47609090446725e-05 2.11882502271971 HNSC -0.00675060498071483 -0.00105635405641084
CARD16 2.47609090446725e-05 2.24283679076773 HNSC 0.021733765344584 -0.0271189504186591
GLI2 2.47609090446725e-05 2.43580829797464 HNSC -0.0542514962698082 0.0377710140667872
TFEC 2.47609090446725e-05 2.4397934496137 HNSC 0.0510729242338955 -0.0520370280416286
SFRP2 2.47609090446725e-05 2.44224523172335 HNSC -0.0136263013626491 0.00218973144995152
LOXL2 2.47609090446725e-05 2.54359074549552 HNSC -0.0111378996907229 0.00781828027397123
HMGA2 2.47609090446725e-05 1.99306996360387 HNSC -0.00241753168865912 0.0156237690385015
SULF1 2.47609090446725e-05 2.71238238581261 HNSC -0.00473409989969026 0.0106044393546096
NLRC3 2.47609090446725e-05 2.84700661804693 HNSC 0.0382099943180027 -0.0381239488954386
APOE 2.47609090446725e-05 2.35481215922197 HNSC 0.0393482900901431 -0.0317170409139129
SLA2 2.47609090446725e-05 3.07833685288341 HNSC 0.0572690720039941 -0.062758621318518
CD80 2.47609090446725e-05 2.81072266539316 HNSC 0.0533314221092848 -0.0523614506686821
FOSL1 2.47609090446725e-05 1.99543951557075 HNSC 0.00925163816247471 0.00479535010908504
CD3D 2.47609090446725e-05 2.97152795045115 HNSC 0.0505948707999469 -0.0540067765289186
CSDC2 2.47609090446725e-05 2.16344942092691 HNSC -0.0196696474870577 0.0116935058595003
COL1A1 2.47609090446725e-05 2.6690777028725 HNSC -0.0116915827475745 0.0049657157673927
LUM 2.47609090446725e-05 2.47245982256624 HNSC -0.00963553908249992 0.00558915519605389
IRF1 2.47609090446725e-05 2.71721100272886 HNSC 0.0556187503375378 -0.0458054094698781
IRF4 2.47609090446725e-05 2.94621546388981 HNSC 0.0538970165305614 -0.0488123885818589
RAMP3 2.47609090446725e-05 1.94639743719177 HNSC 0.0565924372727552 -0.0645898245636872
