ID	Description	GeneRatio	BgRatio	pvalue	qvalue	genes	geneID	Count	clusters	generatio	bgratio
ifngpathway	IFN-gamma pathway	4/42	42/23216	0.000937064845091	0.00460657928049	CEBPB; IRF9; IRF1; STAT1	6772/10379/1051/3659	4	2	0.0952380952380952	0.00180909717436251
path:hsa04390	Hippo signaling pathway - Homo sapiens (human)	7/154	153/23216	0.00110969299398	0.00521693469283	TGFB2; ITGB2; BIRC5; STK3; TEAD2; LEF1; SERPINE1	3689/8463/6788/332/7042/5054/51176	7	2	0.0454545454545455	0.00659028256374914
R-HSA-9013508	NOTCH3 Intracellular Domain Regulates Transcription	3/20	20/23216	0.00111602731427	0.00521693469283	NOTCH3; STAT1; DLGAP5	6772/9787/4854	3	2	0.15	0.000861474844934528
path:hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)	6/112	112/23216	0.0011236474723	0.00521693469283	NCF1; ITGB2; PRKCB; ACTN1; RHOH; ICAM1	653361/87/3689/3383/399/5579	6	2	0.0535714285714286	0.00482425913163336
path:hsa05205	Proteoglycans in cancer - Homo sapiens (human)	8/201	199/23216	0.00114517775353	0.00527503138435	DCN; TGFB2; PRKCB; TLR2; FASLG; HCLS1; LUM; CAV1	1634/5579/857/356/7042/7097/4060/3059	8	2	0.0398009950248756	0.00857167470709855
R-HSA-449147	Signaling by Interleukins	9/254	254/23216	0.00137778217349	0.00620001978072	RPS6KA1; STAT4; STAT1; IL16; CD4; LGALS9; OSM; NFKB2; HAVCR2	3965/920/84868/6772/6195/5008/3603/6775/4791	9	2	0.0354330708661417	0.0109407305306685
il2rbpathway	il-2 receptor beta chain in t cell activation	4/48	47/23216	0.00143437372026	0.00640540936146	FASLG; IKZF3; E2F1; NMI	356/1869/9111/22806	4	2	0.0833333333333333	0.00202446588559614
WP437	EGF-EGFR Signaling Pathway	7/162	161/23216	0.00149064633342	0.0065566022936	RPS6KA1; E2F1; STAT1; PLSCR1; PRKCB; MYBL2; CAV1	1869/4605/5579/6772/857/6195/5359	7	2	0.0432098765432099	0.00693487250172295
Pathway_IL11	IL11	3/23	23/23216	0.00169454978249	0.00718341755619	RPS6KA1; PRKCB; STAT1	6772/6195/5579	3	2	0.130434782608696	0.000990696071674707
WP3646	Hepatitis C and Hepatocellular Carcinoma	4/56	50/23216	0.00180791201926	0.00750091156927	BIRC5; FASLG; LEF1; RRM2	332/51176/6241/356	4	2	0.0714285714285714	0.00215368711233632
keratinocytepathway	keratinocyte differentiation	4/53	53/23216	0.00224404714527	0.00869382503298	PRKCH; CEBPA; PRKCB; FASLG	1050/5583/356/5579	4	2	0.0754716981132075	0.0022829083390765
WP395	IL-4 Signaling Pathway	4/54	54/23216	0.00240420453641	0.00923685784636	CEBPB; BIRC5; CEBPA; STAT1	332/1050/1051/6772	4	2	0.0740740740740741	0.00232598208132323
R-HSA-76005	Response to elevated platelet cytosolic Ca2+	6/134	131/23216	0.00249957903115	0.00943389505305	ACTN1; TMSB4X; PRKCB; TGFB2; PLEK; SERPINE1	7042/5054/87/5341/5579/7114	6	2	0.0447761194029851	0.00564266023432116
WP560	TGF-beta Receptor Signaling	4/55	55/23216	0.00257205768752	0.00964521632821	LEF1; SERPINE1; STAT1; ENG	5054/51176/6772/2022	4	2	0.0727272727272727	0.00236905582356995
R-HSA-3000178	ECM proteoglycans	4/57	56/23216	0.00274778829731	0.0101097871316	DCN; TGFB2; LUM; SERPINE1	4060/1634/5054/7042	4	2	0.0701754385964912	0.00241212956581668
WP3972	PDGFR-beta pathway	3/29	29/23216	0.00334024711567	0.0114909018429	EIF2AK2; PRKCB; STAT1	5579/5610/6772	3	2	0.103448275862069	0.00124913852515507
R-HSA-5669034	TNFs bind their physiological receptors	3/29	29/23216	0.00334024711567	0.0114909018429	TNFRSF4; TNFSF8; FASLG	7293/944/356	3	2	0.103448275862069	0.00124913852515507
il2_stat5pathway	IL2 signaling events mediated by STAT5	3/30	30/23216	0.00368330240449	0.0119500773127	FASLG; FOXP3; CCNA2	50943/890/356	3	2	0.1	0.00129221226740179
aurora_a_pathway	Aurora A signaling	3/31	31/23216	0.00404709994246	0.0127975863045	BIRC5; AURKB; DLGAP5	9787/9212/332	3	2	0.0967741935483871	0.00133528600964852
Pathway_IL4	IL4	4/63	63/23216	0.00421339809793	0.0132518165983	CEBPB; CEBPA; SPI1; STAT1	1050/6772/6688/1051	4	2	0.0634920634920635	0.00271364576154376
WP2817	Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4)	3/33	32/23216	0.00443200667323	0.0137181158933	CEBPB; CEBPA; CAV1	1050/1051/857	3	2	0.0909090909090909	0.00137835975189524
ifnapathway	ifn alpha signaling pathway	2/10	10/23216	0.00461554883573	0.0140630003589	STAT2; STAT1	6772/6773	2	2	0.2	0.000430737422467264
path:hsa04659	Th17 cell differentiation - Homo sapiens (human)	5/107	105/23216	0.00484208191757	0.0146011233081	TBX21; FOXP3; CD3D; CD4; STAT1	6772/50943/30009/915/920	5	2	0.0467289719626168	0.00452274293590627
hif1_tfpathway	HIF-1-alpha transcription factor network	4/66	66/23216	0.00497715017842	0.0148552696652	ITGB2; HMOX1; SERPINE1; ENG	2022/5054/3162/3689	4	2	0.0606060606060606	0.00284286698828394
path:hsa05221	Acute myeloid leukemia - Homo sapiens (human)	4/66	66/23216	0.00497715017842	0.0148552696652	CEBPA; SPI1; PIM2; LEF1	6688/11040/1050/51176	4	2	0.0606060606060606	0.00284286698828394
path:hsa05143	African trypanosomiasis - Homo sapiens (human)	3/35	34/23216	0.00526652483291	0.0155601870063	PRKCB; FASLG; ICAM1	3383/5579/356	3	2	0.0857142857142857	0.0014645072363887
WP2853	Endoderm Differentiation	4/71	71/23216	0.00644732530305	0.0184461798245	TBX21; DAB2; LEF1; STAT1	51176/30009/1601/6772	4	2	0.0563380281690141	0.00305823569951757
il23pathway	IL23-mediated signaling events	3/37	37/23216	0.00668476944068	0.0184461798245	CD4; STAT4; STAT1	6772/6775/920	3	2	0.0810810810810811	0.00159372846312888
Pathway_Oncostatin_M	Oncostatin_M	3/38	38/23216	0.0072030459941	0.0197830136458	CEBPB; OSM; STAT1	6772/5008/1051	3	2	0.0789473684210526	0.0016368022053756
WP4211	Transcriptional cascade regulating adipogenesis	2/13	13/23216	0.00783793046917	0.0208078931122	CEBPB; CEBPA	1050/1051	2	2	0.153846153846154	0.000559958649207443
WP3944	Serotonin and anxiety-related events	2/13	13/23216	0.00783793046917	0.0208078931122	PRKCB; PLEK	5341/5579	2	2	0.153846153846154	0.000559958649207443
WP3892	Development of pulmonary dendritic cells and macrophage subsets	2/13	13/23216	0.00783793046917	0.0208078931122	SPI1; IKZF1	10320/6688	2	2	0.153846153846154	0.000559958649207443
WP127	IL-5 Signaling Pathway	3/40	40/23216	0.00830940373174	0.0217008981387	RPS6KA1; STAT1; BTK	695/6772/6195	3	2	0.075	0.00172294968986906
WP364	IL-6 signaling pathway	3/43	43/23216	0.0101467159923	0.0254756603241	IRF1; PRDM1; STAT1	3659/639/6772	3	2	0.0697674418604651	0.00185217091660924
R-HSA-114608	Platelet degranulation 	5/129	126/23216	0.0103035857218	0.0256909322704	TMSB4X; ACTN1; TGFB2; PLEK; SERPINE1	7114/7042/5054/87/5341	5	2	0.0387596899224806	0.00542729152308753
WP3	Phytochemical activity on NRF2 transcriptional activation	2/15	15/23216	0.0104081212788	0.0256909322704	CEBPB; HMOX1	1051/3162	2	2	0.133333333333333	0.000646106133700896
il6_7pathway	IL6-mediated signaling events	3/47	47/23216	0.0129359453121	0.0300298730459	CEBPB; IRF1; STAT1	6772/1051/3659	3	2	0.0638297872340425	0.00202446588559614
Pathway_IL5	IL5	3/48	48/23216	0.0136948587256	0.0312948920096	HCLS1; RPS6KA1; STAT1	6772/3059/6195	3	2	0.0625	0.00206753962784287
arenrf2pathway	oxidative stress induced gene expression via nrf2	2/18	18/23216	0.0148596067357	0.0333060150973	PRKCB; HMOX1	3162/5579	2	2	0.111111111111111	0.000775327360441075
WP3611	Photodynamic therapy-induced AP-1 survival signaling.	3/50	50/23216	0.0152874227193	0.034004343311	CCNA2; FASLG; BCL3	356/890/602	3	2	0.06	0.00215368711233632
R-HSA-3000480	Scavenging by Class A Receptors	2/19	19/23216	0.0164953380204	0.0361414709436	APOE; COL1A1	348/1277	2	2	0.105263157894737	0.000818401102687801
WP4105	Transcriptional regulation by RUNX1	2/19	19/23216	0.0164953380204	0.0361414709436	SPI1; PRKCB	5579/6688	2	2	0.105263157894737	0.000818401102687801
R-HSA-447115	Interleukin-12 family signaling	2/19	19/23216	0.0164953380204	0.0361414709436	STAT4; STAT1	6772/6775	2	2	0.105263157894737	0.000818401102687801
WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer	3/53	53/23216	0.0178643977006	0.0382808522156	BIRC5; APOE; BCL3	602/332/348	3	2	0.0566037735849057	0.0022829083390765
egfpathway	egf signaling pathway	2/20	20/23216	0.0182041503211	0.0385272037895	PRKCB; STAT1	6772/5579	2	2	0.1	0.000861474844934528
WP23	B Cell Receptor Signaling Pathway	4/98	97/23216	0.0187013275584	0.0393535130275	HCLS1; RPS6KA1; PRKCB; BTK	695/5579/6195/3059	4	2	0.0408163265306122	0.00417815299793246
txa2pathway	Thromboxane A2 receptor signaling	3/57	56/23216	0.0206685803644	0.0427248039334	PRKCH; PRKCB; ICAM1	5583/5579/3383	3	2	0.0526315789473684	0.00241212956581668
mapkpathway	mapkinase signaling pathway	3/57	57/23216	0.0216539694642	0.0435941181559	RPS6KA1; CEBPA; STAT1	1050/6772/6195	3	2	0.0526315789473684	0.0024552033080634
R-HSA-6783589	Interleukin-6 family signaling	2/22	22/23216	0.021834319008	0.0435941181559	OSM; STAT1	6772/5008	2	2	0.0909090909090909	0.000947622329427981
ghpathway	growth hormone signaling pathway	2/23	23/23216	0.0237523922676	0.0464720718279	RPS6KA1; PRKCB	6195/5579	2	2	0.0869565217391304	0.000990696071674707
fcer1pathway	Fc-epsilon receptor I signaling in mast cells	3/62	61/23216	0.0258490838439	0.0504057134956	HCLS1; PRKCB; BTK	3059/5579/695	3	2	0.0483870967741935	0.00262749827705031
lymphangiogenesis_pathway	VEGFR3 signaling in lymphatic endothelium	2/25	25/23216	0.0277865040435	0.0529482243173	RPS6KA1; COL1A1	1277/6195	2	2	0.08	0.00107684355616816
WP3668	Hypothesized Pathways in Pathogenesis of Cardiovascular Disease	2/25	25/23216	0.0277865040435	0.0529482243173	SERPINE1; ENG	5054/2022	2	2	0.08	0.00107684355616816
alk1pathway	ALK1 signaling events	2/26	26/23216	0.0298994141228	0.0555274833709	CAV1; ENG	2022/857	2	2	0.0769230769230769	0.00111991729841489
WP2032	Human Thyroid Stimulating Hormone (TSH) signaling pathway	3/66	66/23216	0.0316619739874	0.0577335295848	RPS6KA1; STAT1; E2F1	1869/6772/6195	3	2	0.0454545454545455	0.00284286698828394
il3_pathway	IL3-mediated signaling events	2/28	27/23216	0.0320741831027	0.0577335295848	CEBPB; OSM	5008/1051	2	2	0.0714285714285714	0.00116299104066161
WP3845	Canonical and Non-canonical Notch signaling	2/27	27/23216	0.0320741831027	0.0577335295848	LEF1; NOTCH3	51176/4854	2	2	0.0740740740740741	0.00116299104066161
R-HSA-437239	Recycling pathway of L1	2/29	28/23216	0.0343093088419	0.0610059138983	RPS6KA1; RPS6KA4	8986/6195	2	2	0.0689655172413793	0.00120606478290834
WP3802	TP53 Regulates Transcription of Cell Death Genes	2/29	29/23216	0.0366033134143	0.0635133347023	NLRC4; BIRC5	332/58484	2	2	0.0689655172413793	0.00124913852515507
vegfr1_pathway	VEGFR1 specific signals	2/29	29/23216	0.0366033134143	0.0635133347023	PRKCB; CAV1	857/5579	2	2	0.0689655172413793	0.00124913852515507
tcrcalciumpathway	Calcium signaling in the CD4+ TCR pathway	2/29	29/23216	0.0366033134143	0.0635133347023	FASLG; CD40LG	959/356	2	2	0.0689655172413793	0.00124913852515507
WP2001	miR-targeted genes in adipocytes - TarBase	2/34	29/23216	0.0366033134143	0.0635133347023	CEBPB; CYP1B1	1051/1545	2	2	0.0588235294117647	0.00124913852515507
fcer1pathway	fc epsilon receptor i signaling in mast cells	2/29	29/23216	0.0366033134143	0.0635133347023	PRKCB; BTK	5579/695	2	2	0.0689655172413793	0.00124913852515507
myc_represspathway	Validated targets of C-MYC transcriptional repression	3/74	71/23216	0.0381011497583	0.0651730193234	CEBPA; SPI1; SLC11A1	1050/6688/6556	3	2	0.0405405405405405	0.00305823569951757
WP4216	Chromosomal and microsatellite instability in colorectal cancer	3/73	73/23216	0.0408499245324	0.0684733692019	BIRC5; LEF1; TGFB2	332/51176/7042	3	2	0.0410958904109589	0.00314438318401103
path:hsa05100	Bacterial invasion of epithelial cells - Homo sapiens (human)	3/74	74/23216	0.0422609965089	0.0700359290586	HCLS1; RHOG; CAV1	391/857/3059	3	2	0.0405405405405405	0.00318745692625775
Pathway_IL6	IL6	3/74	74/23216	0.0422609965089	0.0700359290586	CEBPB; BTK; STAT1	6772/1051/695	3	2	0.0405405405405405	0.00318745692625775
path:hsa05212	Pancreatic cancer - Homo sapiens (human)	3/75	75/23216	0.0436963700918	0.0716121329135	TGFB2; STAT1; E2F1	7042/1869/6772	3	2	0.04	0.00323053066850448
WP3893	Development and heterogeneity of the ILC family	2/32	32/23216	0.043824177065	0.0716121329135	TBX21; BCL11B	64919/30009	2	2	0.0625	0.00137835975189524
smad2_3nuclearpathway	Regulation of nuclear SMAD2/3 signaling	3/78	76/23216	0.0451559220149	0.0731751090824	CEBPB; IRF7; SERPINE1	5054/3665/1051	3	2	0.0384615384615385	0.00327360441075121
path:hsa05220	Chronic myeloid leukemia - Homo sapiens (human)	3/76	76/23216	0.0451559220149	0.0731751090824	MECOM; TGFB2; E2F1	7042/2122/1869	3	2	0.0394736842105263	0.00327360441075121
path:hsa04068	FoxO signaling pathway - Homo sapiens (human)	4/132	129/23216	0.0462063404197	0.073464887122	PLK1; TGFB2; FASLG; PLK3	5347/356/7042/1263	4	2	0.0303030303030303	0.0055565127498277
integrinpathway	integrin signaling pathway	2/33	33/23216	0.0463393903385	0.073464887122	ACTN1; CAV1	857/87	2	2	0.0606060606060606	0.00142143349414197
epopathway	EPO signaling pathway	2/33	33/23216	0.0463393903385	0.073464887122	BTK; STAT1	6772/695	2	2	0.0606060606060606	0.00142143349414197
WP3995	Prion disease pathway	2/33	33/23216	0.0463393903385	0.073464887122	BATF; SPI1	10538/6688	2	2	0.0606060606060606	0.00142143349414197
WP400	p38 MAPK Signaling Pathway	2/34	34/23216	0.0489064444326	0.0771166307091	TGFB2; STAT1	7042/6772	2	2	0.0588235294117647	0.0014645072363887
WP1858	Mitotic G1-G1-S phases	7/20	20/23216	8.01315519716e-10	5.85961973793e-08	CCNA2; E2F1; ORC1; RRM2; CDC45; MYBL2; CDC6	890/990/1869/6241/4605/8318/4998	7	1	0.35	0.000861474844934528
e2f_pathway	E2F transcription factor network	9/75	73/23216	6.21647880349e-08	3.0305334167e-06	E2F7; CEBPA; CCNA2; E2F1; ORC1; RRM2; MYBL2; SERPINE1; CDC6	1050/4605/5054/6241/4998/1869/990/890/144455	9	1	0.12	0.00314438318401103
R-HSA-539107	Activation of E2F1 target genes at G1/S	5/17	17/23216	6.45564949459e-07	1.64198041493e-05	CDC45; CDC6; RRM2; E2F1; ORC1	6241/4998/1869/8318/990	5	1	0.294117647058824	0.000732253618194349
foxm1pathway	FOXM1 transcription factor network	6/42	42/23216	4.47066074601e-06	8.1729266763e-05	CCNA2; PLK1; CENPF; BIRC5; FOXM1; AURKB	5347/9212/1063/890/332/2305	6	1	0.142857142857143	0.00180909717436251
R-HSA-156711	Polo-like kinase mediated events	4/16	16/23216	1.88002606265e-05	0.000255770987594	PLK1; CENPF; MYBL2; FOXM1	2305/1063/5347/4605	4	1	0.25	0.000689179875947622
WP179	Cell Cycle	8/120	120/23216	3.61504001523e-05	0.000440583001856	TGFB2; CCNA2; E2F1; PLK1; ORC1; CDC45; PTTG1; CDC6	990/5347/7042/1869/9232/890/8318/4998	8	1	0.0666666666666667	0.00516884906960717
R-HSA-1538133	G0 and Early G1	4/25	25/23216	0.000121481721473	0.00105537615023	MYBL2; CCNA2; CDC6; E2F1	4605/1869/990/890	4	1	0.16	0.00107684355616816
R-HSA-1362300	Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	3/11	11/23216	0.000173037712064	0.0013496941541	MYBL2; CCNA2; E2F1	890/1869/4605	3	1	0.272727272727273	0.00047381116471399
WP3804	TP53 Regulates Transcription of Cell Cycle Genes	3/13	13/23216	0.000295372794936	0.00191992316708	E2F7; PLK3; E2F1	144455/1263/1869	3	1	0.230769230769231	0.000559958649207443
R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	3/14	14/23216	0.000373062825276	0.00229728160828	E2F7; CCNA2; E2F1	890/1869/144455	3	1	0.214285714285714	0.00060303239145417
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	4/41	40/23216	0.000777530608656	0.00398995970231	PLK1; PTTG1; CCNA2; AURKB	5347/9232/9212/890	4	1	0.0975609756097561	0.00172294968986906
WP1859	Mitotic G2-G2-M phases	2/5	5/23216	0.00106145030042	0.00508974119465	PLK1; CENPF	1063/5347	2	1	0.4	0.000215368711233632
R-HSA-68911	G2 Phase	2/5	5/23216	0.00106145030042	0.00508974119465	CCNA2; E2F1	1869/890	2	1	0.4	0.000215368711233632
R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	3/25	25/23216	0.00216744800252	0.00845304720983	PLK1; FOXM1; CCNA2	5347/890/2305	3	1	0.12	0.00107684355616816
R-HSA-68949	Orc1 removal from chromatin	3/26	26/23216	0.00243158309118	0.00923685784636	CCNA2; CDC6; ORC1	4998/990/890	3	1	0.115384615384615	0.00111991729841489
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	3/27	26/23216	0.00243158309118	0.00923685784636	PLK1; PTTG1; AURKB	5347/9232/9212	3	1	0.111111111111111	0.00111991729841489
WP2361	Gastric Cancer Network 1	3/29	27/23216	0.00271480187489	0.0100516398532	E2F7; CENPF; MYBL2	144455/4605/1063	3	1	0.103448275862069	0.00116299104066161
R-HSA-68689	CDC6 association with the ORC:origin complex	2/8	8/23216	0.00291150207671	0.0105137574992	CDC6; ORC1	4998/990	2	1	0.25	0.000344589937973811
R-HSA-176814	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	3/32	31/23216	0.00404709994246	0.0127975863045	PLK1; PTTG1; CCNA2	5347/9232/890	3	1	0.09375	0.00133528600964852
WP4413	Transcriptional Regulation by E2F6	2/10	10/23216	0.00461554883573	0.0140630003589	RRM2; E2F1	1869/6241	2	1	0.2	0.000430737422467264
fra_pathway	Validated transcriptional targets of AP1 family members Fra1 and Fra2	3/37	37/23216	0.00668476944068	0.0184461798245	DCN; CCNA2; HMOX1	1634/3162/890	3	1	0.0810810810810811	0.00159372846312888
atr_pathway	ATR signaling pathway	3/37	37/23216	0.00668476944068	0.0184461798245	PLK1; CCNA2; CDC6	5347/990/890	3	1	0.0810810810810811	0.00159372846312888
WP4086	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	2/14	14/23216	0.00908207507649	0.0233026926305	APOE; MYBL2	348/4605	2	1	0.142857142857143	0.00060303239145417
p73pathway	p73 transcription factor network	4/79	79/23216	0.00935428278511	0.02379241491	PLK1; PLK3; CCNA2; SERPINE1	5347/1263/5054/890	4	1	0.0506329113924051	0.00340282563749139
R-HSA-1362277	Transcription of E2F targets under negative control by DREAM complex	2/16	16/23216	0.0118142485449	0.0279811149747	E2F1; CDC6	990/1869	2	1	0.125	0.000689179875947622
R-HSA-113510	E2F mediated regulation of DNA replication	2/22	22/23216	0.021834319008	0.0435941181559	E2F1; ORC1	4998/1869	2	1	0.0909090909090909	0.000947622329427981
WP4320	The effect of progerin on the involved genes in Hutchinson-Gilford Progeria Syndrome	2/22	22/23216	0.021834319008	0.0435941181559	LEF1; E2F1	51176/1869	2	1	0.0909090909090909	0.000947622329427981
WP4286	Genotoxicity pathway	3/64	64/23216	0.0292612118068	0.055041186196	E2F7; PLK3; TRIM22	1263/144455/10346	3	1	0.046875	0.00275671950379049
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	2/28	27/23216	0.0320741831027	0.0577335295848	CCNA2; CDC6	990/890	2	1	0.0714285714285714	0.00116299104066161
R-HSA-1912408	Pre-NOTCH Transcription and Translation	2/30	30/23216	0.0389547427721	0.0658627876349	E2F1; NOTCH3	1869/4854	2	1	0.0666666666666667	0.00129221226740179
R-HSA-176409	APC/C:Cdc20 mediated degradation of mitotic proteins	2/31	30/23216	0.0389547427721	0.0658627876349	PTTG1; CCNA2	9232/890	2	1	0.0645161290322581	0.00129221226740179
il12_stat4pathway	IL12 signaling mediated by STAT4	7/32	30/23216	1.92930574261e-08	1.12864385943e-06	IRF1; CD28; TBX21; CD86; CD4; STAT4; CD3D	942/6775/940/920/30009/915/3659	7	5	0.21875	0.00129221226740179
path:hsa05340	Primary immunodeficiency - Homo sapiens (human)	5/37	35/23216	2.91238449429e-05	0.000362498921097	CD4; CD40LG; CD3D; BTK; CIITA	915/920/695/959/4261	5	5	0.135135135135135	0.00150758097863542
tcr_pathway	TCR signaling in native CD4+ T cells	6/68	65/23216	5.78416363649e-05	0.000593637846903	CD28; PRKCB; SLA2; CD86; CD4; CD3D	942/84174/940/920/915/5579	6	5	0.0882352941176471	0.00279979324603722
WP453	Inflammatory Response Pathway	4/33	30/23216	0.000252749516326	0.00178142731386	CD28; CD86; CD40LG; COL1A1	959/1277/942/940	4	5	0.121212121212121	0.00129221226740179
path:hsa05330	Allograft rejection - Homo sapiens (human)	4/38	35/23216	0.000463795138497	0.00263417627205	CD40LG; CD28; FASLG; CD86	940/942/356/959	4	5	0.105263157894737	0.00150758097863542
path:hsa04612	Antigen processing and presentation - Homo sapiens (human)	5/77	69/23216	0.000759277227866	0.00396586766341	CD4; CD74; PSME2; CIITA; PSME1	920/972/5720/5721/4261	5	5	0.0649350649350649	0.00297208821502412
ctla4pathway	the co-stimulatory signal during t-cell activation	3/20	18/23216	0.000811130577278	0.00409139372873	CD28; CD3D; CD86	942/940/915	3	5	0.15	0.000775327360441075
mef2dpathway	role of mef2d in t-cell apoptosis	3/30	28/23216	0.00301754849187	0.0108298519494	CD4; PRKCB; CD3D	920/915/5579	3	5	0.1	0.00120606478290834
WP4146	Macrophage markers	2/9	9/23216	0.00371780183063	0.0119500773127	CD74; CD86	972/942	2	5	0.222222222222222	0.000387663680220538
WP3863	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection	4/63	61/23216	0.00375085298931	0.0119904316871	CD4; CD3D; CD28; CD40LG	959/940/915/920	4	5	0.0634920634920635	0.00262749827705031
tcrapathway	lck and fyn tyrosine kinases in initiation of tcr activation	2/13	11/23216	0.00560277352987	0.0163881125749	CD4; CD3D	920/915	2	5	0.153846153846154	0.00047381116471399
R-HSA-389359	CD28 dependent Vav1 pathway	2/12	12/23216	0.00667753698083	0.0184461798245	CD28; CD86	942/940	2	5	0.166666666666667	0.000516884906960717
R-HSA-164938	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	2/22	21/23216	0.019984362225	0.041456921637	CD4; CD28	940/920	2	5	0.0909090909090909	0.000904548587181254
R-HSA-449836	Other interleukin signaling	2/26	26/23216	0.0298994141228	0.0555274833709	CD4; IL16	920/3603	2	5	0.0769230769230769	0.00111991729841489
path:hsa03050	Proteasome - Homo sapiens (human)	5/45	45/23216	0.000100816535133	0.000951252791174	PSMB10; PSME2; PSME1; PSMB9; PSMB8	5696/5698/5699/5720/5721	5	4	0.111111111111111	0.00193831840110269
mhcpathway	antigen processing and presentation	3/12	12/23216	0.000228956275093	0.00171717206319	CD74; PSMB9; PSMB8	5696/972/5698	3	4	0.25	0.000516884906960717
R-HSA-6799990	Metal sequestration by antimicrobial proteins	2/6	6/23216	0.00158127826035	0.0068018219287	S100A9; S100A8	6279/6280	2	6	0.333333333333333	0.000258442453480358
WP3644	NAD+ metabolism	2/16	16/23216	0.0118142485449	0.0279811149747	CD38; SIRT7	51547/952	2	7	0.125	0.000689179875947622
WP3967	miR-509-3p alteration of YAP1-ECM axis	2/18	18/23216	0.0148596067357	0.0333060150973	TEAD2; COL1A1	1277/8463	2	8	0.111111111111111	0.000775327360441075
WP3640	Imatinib and Chronic Myeloid Leukemia	2/21	21/23216	0.019984362225	0.041456921637	PIM2; LYL1	4066/11040	2	9	0.0952380952380952	0.000904548587181254
path:hsa04392	Hippo signaling pathway - multiple species - Homo sapiens (human)	2/29	28/23216	0.0343093088419	0.0610059138983	TEAD2; STK3	6788/8463	2	10	0.0689655172413793	0.00120606478290834
R-HSA-1222556	ROS, RNS production in phagocytes	2/32	32/23216	0.043824177065	0.0716121329135	NCF1; SLC11A1	653361/6556	2	11	0.0625	0.00137835975189524
