TF Padj NES TopMR Cancer Avg_ICR_High Avg_ICR_Low
MDFI 0.323884036234632 -1.12167903561871 0 LIHC 0.0212290337625525 0.00695447865309739
ZNF699 0.326215471118962 -1.31578915686515 0 LIHC -0.0915849068156866 0.0523948012673687
SAP130 0.326467908379294 1.30883963004841 0 LIHC 0.0376356545275901 0.0198596436511921
RBPMS 0.326492877702006 -1.28256377751376 0 LIHC 0.0604624017382858 -0.0144260656242335
IFNK 0.326492877702006 -1.17007770737363 0 LIHC -0.0112312657149614 0.0226145297513355
SP3 0.326579049377288 -1.19885727371102 0 LIHC 0.0199792147896617 0.0115997995293366
SCAND1 0.327759010257604 1.20361303407872 0 LIHC 0.0215295405945926 0.00162457072314482
ZNF667 0.327922964984878 -1.28646450342716 0 LIHC 0.00202600613717911 0.0076594047018851
PTPRK 0.329315528482075 -1.21287842929069 0 LIHC -0.000641299851280802 0.0127596628252359
RNF2 0.329633454249508 -1.29073936815626 0 LIHC -0.0390335333997389 0.0285770127889751
SS18 0.329633454249508 1.31476908985949 0 LIHC 0.0498759359181104 -0.0229115869136741
MED11 0.329633454249508 1.20816951643503 0 LIHC -0.000332115819805811 -0.0010316825489074
PSMD3 0.329953136728366 -1.15727042560542 0 LIHC 0.0104483218129008 0.0118839342096382
EDRF1 0.329953136728366 -1.28141356660805 0 LIHC 0.0117678133686531 0.0159747037428183
ENY2 0.329953136728366 1.20522106288523 0 LIHC 0.0426275797892793 -0.00416297789779061
YBX2 0.330488760690212 1.33608303358633 0 LIHC 0.00953199113213293 0.0411872968116439
NACC2 0.333889844185455 -1.30863879594583 0 LIHC -0.0443673119078247 0.0597269012782405
ZNF485 0.334506996622856 -1.23986873209792 0 LIHC 0.0244107360434348 0.0152481342114269
MID2 0.334506996622856 -1.21895399907542 0 LIHC -0.055749716667004 0.0191368591927741
SUPT3H 0.334791052263537 1.31021974704366 0 LIHC 0.0664084176778113 -7.45311938836226e-05
THAP7 0.334791052263537 -1.17905702659763 0 LIHC -0.0372867239782231 0.0283482404162361
DNM2 0.336092659949408 -1.24072709497235 0 LIHC -0.023838490430792 0.00885014854961915
YBX1 0.336626182235355 1.19290256030919 0 LIHC 0.0577969861093289 0.00520373946841545
ZIC1 0.336626182235355 1.32695856251672 0 LIHC -0.122456751706396 0.0862904902779997
NOC4L 0.339052874385628 1.28137265929845 0 LIHC 0.00471094207388069 0.0114686925246463
RBBP7 0.339905407775164 1.28404566782156 0 LIHC 0.0486528442935816 0.00280433941767432
SRCAP 0.339905407775164 -1.12402867124758 0 LIHC -0.017167899612547 0.0292079729578227
ARID5A 0.34003714647871 -1.24306308721924 0 LIHC 0.0581572359093304 0.00228083365981414
NCL 0.34003714647871 -1.10747262630672 0 LIHC 0.0370023687977391 0.0123264269034555
AXIN1 0.34003714647871 -1.20084777239428 0 LIHC -0.00137598697059928 0.00939456053639956
FOXS1 0.34003714647871 -1.13968895007534 0 LIHC 0.0253795257671303 -0.00797780453372073
MRGBP 0.34003714647871 1.23438250474299 0 LIHC 0.0157682942771468 0.0253049857859486
CHD2 0.34003714647871 -1.29783073684875 0 LIHC -0.00354486098412858 0.01501571464491
ZNF565 0.340239773313576 -1.22359299970739 0 LIHC -0.0572032056176021 0.0391420331536922
ZNF569 0.341193851957527 -1.30153922777583 0 LIHC 0.0417876653770889 0.0141813610780639
ZNF573 0.341193851957527 -1.28536810500744 0 LIHC -0.157720697865799 0.112819609434454
ZNF653 0.341193851957527 -1.16737672995927 0 LIHC -0.00257720844553888 0.00535002892726991
NEDD8 0.341193851957527 1.19157465508501 0 LIHC 0.0437397299214343 -0.00642967361267989
BAZ2B 0.341357616727589 -1.27864745907118 0 LIHC -0.0482755008758709 0.0280463628706458
CBFA2T2 0.341357616727589 -1.17808688868807 0 LIHC -0.0199509960011042 0.0275280224627158
HOXD1 0.341357616727589 1.30236478558324 0 LIHC -0.0105332355838587 0.0394130328653171
LDB1 0.341357616727589 -1.15357278590644 0 LIHC -0.00509355646656488 0.0170183005335639
ZNF440 0.342217815861906 -1.29961082248518 0 LIHC -0.0204886306176019 0.028532588794331
TRIM15 0.343355246140083 1.18194734239228 0 LIHC 0.0341010974351827 -0.0140511820852961
PRRX1 0.343659374602517 1.28268025483307 0 LIHC 0.0936395646049696 -0.0329273658192361
ZNF280C 0.343659374602517 -1.20837735196307 0 LIHC 0.00149264703284266 0.0291887234335079
UXT 0.344243038292882 1.18392124013082 0 LIHC 0.0478855864716297 -0.00968291975013502
SMURF2 0.344342188151018 -1.28758304714356 0 LIHC 0.0100429846183564 0.0388995366604738
AJUBA 0.344342188151018 -1.29761586098456 0 LIHC -0.0329802671060331 0.022786065979424
QARS 0.3444702027694 1.26306089791344 0 LIHC 0.047581745837412 0.014679556819576
ZNF37A 0.3444702027694 -1.29688465976502 0 LIHC -0.0150796951777457 0.0236558257276351
E2F4 0.344708725246199 -1.14931993111028 0 LIHC 0.0586766993687914 0.00743588670778207
ING5 0.345174698561117 -1.17285306240578 0 LIHC -0.0150936123362263 0.0211607683027403
DAND5 0.345734944015986 -1.2908257235916 0 LIHC 0.0440976092835393 0.0132937260378331
MOSPD1 0.345734944015986 1.30267397845548 0 LIHC 0.157623189519875 -0.0653763459872807
GCM2 0.346755135094626 1.25554558725697 0 LIHC 0.0159621896943378 -0.0111577551899773
BMPR1A 0.347105291928025 -1.15019962944024 0 LIHC -0.0165507054183255 0.0193994011848656
BAZ1B 0.350996111042729 -1.22957782227446 0 LIHC -0.0259710135006529 0.0407246484956523
ZNF225 0.353030621861713 -1.23880645090693 0 LIHC 0.0253679263104323 0.0311359304705077
SIN3B 0.353363399494332 -1.24614089747743 0 LIHC -0.0446291588401843 0.0373431101855884
ADGRG3 0.353363399494332 -1.28009678449871 0 LIHC -0.00852296484461948 0.00855262381402492
SETD3 0.353363399494332 -1.16419426941001 0 LIHC -0.0271043513851318 0.0113041641628549
ZNF554 0.353363399494332 -1.15819404490363 0 LIHC -0.0352073403567287 0.0220887932038938
ZNF75D 0.354251446159947 -1.1587068293236 0 LIHC -0.0208673663681466 0.0076061772881236
SCML1 0.354706911861756 -1.25491946585743 0 LIHC -0.0051674151973875 0.0147393158261179
CENPU 0.356572025718321 1.26959696149935 0 LIHC 0.0119093026448783 0.0261936162320291
PDX1 0.359068010891505 -1.26956518959845 0 LIHC 0.0225296913993674 0.00287429849353873
SS18L2 0.362583883516717 1.15109508908192 0 LIHC 0.00658541463844932 0.00625661095135408
NFKB1 0.366672100338505 1.19657813944249 0 LIHC 0.0325120108190488 -0.00976252359432947
HMGB1 0.367227341656556 1.30058406414221 0 LIHC 0.0673158719606164 -0.0125447645412018
ZFP82 0.367227341656556 -1.28152818933632 0 LIHC 0.0217247337746283 -0.0131052791421368
ZBTB40 0.368423296878833 -1.26618763980604 0 LIHC -0.0251347284099234 0.0240526739174411
ZNF277 0.369169476135869 -1.25347778790727 0 LIHC -0.0454335275448878 0.00757514639632677
SIRT6 0.369419425974756 1.18576341462445 0 LIHC 0.0565124473351131 -0.000951752092822355
NFE2L3 0.371481776554572 1.2162874643467 0 LIHC 0.0465649578196364 -0.00322976587541895
HOXA10 0.371907477724176 -1.21226784690724 0 LIHC 0.0347805057084954 0.00244772221218012
ILF3 0.371907477724176 -1.0857128880325 0 LIHC 0.012113611861337 0.0219742360168194
KARS 0.372401723330416 -1.13089857919183 0 LIHC 0.07680599017033 -0.028324372144692
NOTCH1 0.372573671275536 -1.12852677063054 0 LIHC 0.0297893913987365 -0.00608721698872365
ZBED3 0.373022412921791 -1.22413141895685 0 LIHC -0.0189246849576058 0.0314304522531479
EBF3 0.373022412921791 -1.27681930366354 0 LIHC -0.0828914266843831 0.0591263449465703
TBL1X 0.373424413213084 -1.23114971865457 0 LIHC -0.000708840601525624 0.0170139473116374
ZBTB7A 0.374295589435629 1.18724218667564 0 LIHC -0.0378296309633425 0.0182028531804603
ZSCAN9 0.374834413747785 -1.20539747607093 0 LIHC -0.000226289262923633 0.0204458999094463
ZNF518B 0.375172200590291 -1.27508137777118 0 LIHC -0.0894088245721679 0.054356801917517
OTUD7B 0.379544528610959 -1.26611490099572 0 LIHC 0.0414420816514238 -0.00665670249148236
HOXC8 0.381015029963395 1.26630597747131 0 LIHC 0.050743330524715 0.00797897680236171
BRMS1 0.381015029963395 1.17199046005154 0 LIHC 0.0585407355431836 -0.012919074173443
ETV1 0.381015029963395 -1.2533614721339 0 LIHC 0.00455890161177112 0.0389973162751726
GTF2F2 0.381921166365182 1.17967262519752 0 LIHC 0.0705934694170165 -0.0155486338263029
ESRRG 0.382132044246213 1.26238705743069 0 LIHC 0.0361713356564931 0.015138105252532
ZNF181 0.382132044246213 1.25071667095523 0 LIHC -0.0435790052569215 0.0192035852806939
INO80 0.384810475410724 -1.23580384743679 0 LIHC -0.00991814616446495 0.0313398288438642
CAVIN1 0.385360280910181 -1.10976346397771 0 LIHC -0.000587797913816107 0.00453262669340135
DR1 0.386651435947224 1.21885212017032 0 LIHC 0.0425278043600591 0.00468037401097377
KDM5D 0.387962150034143 1.24464901662002 0 LIHC -0.0236368981846052 0.020352944155459
NOG 0.387962150034143 1.26497366016106 0 LIHC 0.0247563782857231 0.012250524148643
HTRA1 0.387962150034143 -1.26465706914382 0 LIHC 0.0774654223564222 -0.0378911659924029
YWHAQ 0.387962150034143 -1.08900745475349 0 LIHC 0.0139424959292795 0.0207758701356755
SMAD3 0.390399266658616 -1.1447950170362 0 LIHC -0.0135935440497196 0.0292815239938025
THRB 0.390519061117121 -1.18713430291479 0 LIHC -0.060320064106902 0.0281582344633529
HMGA1 0.39195254256986 -1.09660675454908 0 LIHC 0.0340530773842764 0.0111142534825446
ZBTB41 0.395737645738874 -1.13267998479697 0 LIHC -0.00809178749837715 0.0245243098614675
ZNF8 0.395737645738874 -1.21061657848207 0 LIHC -0.032165965667847 0.0473227178385431
TAF5 0.395947771317511 -1.22478484907307 0 LIHC -0.0366800139629796 0.018891673087957
REXO4 0.397947315581017 1.15371854985754 0 LIHC 0.0380316143474161 0.0017362880522892
RBX1 0.397987837113635 1.15702782114682 0 LIHC 0.0727827180501877 -0.0145700295336451
RRP8 0.398681923613841 1.19664794899712 0 LIHC 0.0227260414526629 -0.00904482622799195
UBE2I 0.398681923613841 -1.14111944769154 0 LIHC 0.0409150028678243 0.0083962086786615
ZNF529 0.398681923613841 -1.25393016495699 0 LIHC 0.0633024428677913 0.0148887544654659
ZNF816 0.398681923613841 -1.1393388525689 0 LIHC -0.00448417576109294 0.0239927198624005
AFF4 0.398681923613841 -1.15521698645711 0 LIHC 0.00583560375026561 -0.00480839187395127
ZNF496 0.401435503840228 -1.13645163947602 0 LIHC 0.0285025774060421 0.0122197087860551
RTF1 0.402482831462533 -1.21944558746713 0 LIHC 0.00763282213125682 0.0301490701625501
RCBTB1 0.404037154385294 -1.19964065035963 0 LIHC -0.0222897167770844 0.0193005951102068
NCOR2 0.404605750676727 -1.20394906284531 0 LIHC -0.0170568601008261 0.0209917325324475
CDK7 0.404605750676727 1.15185701119285 0 LIHC 0.0698173525034793 -0.00568672842780527
ARID5B 0.404605750676727 -1.23197250631976 0 LIHC 0.135895134382576 -0.0310726301245204
ZBTB38 0.40476058069029 -1.20787465718704 0 LIHC -0.0116149618498395 0.0179923454140669
HMGA2 0.413193557068719 1.20616681765042 0 LIHC 0.0721439133499347 0.00756895376057815
COPRS 0.416197499435856 1.24999915398139 0 LIHC 0.0528728976057537 -0.0117349477388135
GPC3 0.418991346437558 1.15183489294789 0 LIHC 0.0654309208074745 -0.0122623493833867
ZBTB33 0.421344711146794 1.231041557093 0 LIHC -0.00560620298325382 0.0135821565804596
PHF11 0.421344711146794 1.19746708042103 0 LIHC 0.050346975626141 -0.0238430926490628
MAVS 0.421971792029744 -1.18066170087275 0 LIHC 0.00171137320358795 0.0157599430263091
DDX20 0.421974200796993 1.20347090875008 0 LIHC 0.00597807388946053 0.00988327818809045
ZRANB2 0.422288612579201 -1.1819768015668 0 LIHC 0.0555751052999647 0.016409197359395
SBNO2 0.425631665468158 1.16407416934986 0 LIHC 0.0354928986643654 -0.0042008000445303
CHTOP 0.42618623055631 -1.0850676609831 0 LIHC 0.0342744623218404 0.0113877324638648
ZNF624 0.427286906313266 -1.24002314873677 0 LIHC 0.0338625782178898 0.013045118767443
ARHGAP35 0.42843148001715 -1.21364992596592 0 LIHC -0.0424808174122357 0.0273274331923258
NIPBL 0.42843148001715 -1.1418850258072 0 LIHC -0.0386898243959247 0.0417994119404523
SHC1 0.430182703032471 -1.23343337581556 0 LIHC 0.00697908252831999 0.00863184203634419
ZNF251 0.432867819461613 -1.21962506286225 0 LIHC 0.00897441048790871 0.0353062744968772
PPM1D 0.433002625110189 -1.20790231171917 0 LIHC -0.020199761269004 0.0201151515478978
FBXO5 0.433162791420936 1.23257094895817 0 LIHC 0.0607875365365833 0.00525179124353009
NOBOX 0.433478385252189 1.18368678955171 0 LIHC 0.0338197481117147 -0.00976540728191215
CDX4 0.436070018063681 -1.17180972341029 0 LIHC -0.0281091404326504 0.0109495961787729
AKT1 0.436497687307828 -1.10765091573648 0 LIHC -0.0327359946214376 0.0173416693071655
ZNF397 0.436497687307828 -1.17117575277377 0 LIHC -0.00111235218460142 0.0312159306831434
NFYB 0.436497687307828 1.21816855260296 0 LIHC -0.0624727309371988 0.0293598560429547
RECQL5 0.438788729007401 -1.08712527982086 0 LIHC 0.0120498274010138 0.0143290733784765
DGKQ 0.439214341340546 -1.15413574598981 0 LIHC -0.033491708773151 0.0290653431794692
THAP8 0.439214341340546 1.24207527506213 0 LIHC -0.00118733692025814 -0.0102208631524981
HOXC9 0.439251440936511 1.22097594179499 0 LIHC 0.132136976279619 -0.0187302259715315
CDKN2A 0.440884784907409 1.14613376458661 0 LIHC 0.00973963903075791 0.0214075593080815
THAP1 0.441071143232604 -1.13554838603337 0 LIHC -0.0570405989068603 0.0278971312679312
BORCS8-MEF2B 0.441071143232604 -1.18409762969371 0 LIHC -0.0641196168270497 0.0444455286035032
RFXANK 0.442308109107242 1.15851786873557 0 LIHC 0.0615958950172684 -0.00674962974709246
TAF8 0.443800171337481 -1.12794739610321 0 LIHC -0.0244086842566146 0.0139201267984166
DCAF1 0.443800171337481 -1.17353023027591 0 LIHC -0.00475915674007819 0.0213981669057051
EFEMP1 0.443800171337481 1.12372826384062 0 LIHC 0.0160154589694897 -0.0149241001112929
ZNF747 0.443800171337481 -1.0775371175718 0 LIHC -0.0177338656915854 0.0096846251045112
ZNF558 0.445644806122189 -1.22406961719112 0 LIHC -0.0525244090190517 0.047353052146944
ZNF491 0.445804771772831 -1.21763086379607 0 LIHC 0.00405790415141475 0.0236097368883871
IFT57 0.446047534719641 -1.15682890442529 0 LIHC 0.0193724273320945 0.00553304770809467
UCHL5 0.446584730379169 -1.12429790717876 0 LIHC -0.00241922267289704 0.0107815484509244
SOX14 0.446584730379169 -1.21985775906767 0 LIHC 0.00833453782531153 0.014764145503962
NSD3 0.448925847675358 -1.11777488585761 0 LIHC -0.00380904946434658 0.0227182344724136
IRF2 0.449790674346761 1.18408488675509 0 LIHC 0.0323094311321674 -0.0109145549656269
ZNF462 0.450127647391966 -1.20537349570143 0 LIHC 0.00737448751128303 0.00293890349623666
TBL1Y 0.451395749830795 1.18416836177437 0 LIHC 0.0175133407396349 0.000930361991874564
H2AFX 0.453268833636884 1.23906976488483 0 LIHC 0.0388834587591116 0.00355582096884902
SOX18 0.453268833636884 -1.11378511454902 0 LIHC -0.021211136520245 0.00193164452973643
ARNTL2 0.454524019364753 -1.06261319873037 0 LIHC 0.032629109307768 0.00239846043367186
ZNF76 0.455341823736765 -1.14867069660184 0 LIHC -0.0376328657305475 0.0363484931627465
TWSG1 0.46087088606384 -1.13368409626848 0 LIHC 0.0586800620105792 0.00208030977186139
WT1 0.461583309468672 1.21337538657569 0 LIHC 0.0183468174043684 -0.00734993359282403
TLE2 0.461873355414622 1.19600197178251 0 LIHC -0.0423644380201907 0.010197794417194
ALK 0.461873355414622 1.20803931750548 0 LIHC -0.0113545030110379 0.0107141859859996
MLIP 0.461971634257282 -1.09642295706388 0 LIHC -0.0181083789310675 0.0056101969019086
PARP10 0.462318013147536 1.18281762768672 0 LIHC 0.05337858181093 -0.0173052789098148
NOP53 0.462461253695755 1.13570034200444 0 LIHC 0.0344836138304483 0.0108877684962514
NPNT 0.46706767724407 -1.19087140349815 0 LIHC 0.0350506576493486 0.0182230111308841
HOXB3 0.467775747408623 -1.13111843924835 0 LIHC -0.0212707693006011 0.00916072255624641
ZNF629 0.469137093743634 -1.18356451413974 0 LIHC -0.0240535957065165 0.0331007422383864
GTF2A2 0.469333224398655 1.13146884248415 0 LIHC 0.0402441967768956 -0.00804084054936288
USP9X 0.470370632460438 -1.14220019123258 0 LIHC -0.0381858340238898 0.0371992406421301
HOXA5 0.471658522705183 1.18914737000522 0 LIHC 0.0614144973593554 0.00515139497931506
SMARCAD1 0.471680706435517 -1.14536303655111 0 LIHC -0.0686217971350796 0.0491991660573125
POLR3F 0.471680706435517 1.13743013697202 0 LIHC 0.0326819856375849 0.00850624631987774
USP21 0.471680706435517 -1.10607929212945 0 LIHC -0.00992772034627247 0.0234391135690919
CCAR1 0.47251537654364 -1.13584632232654 0 LIHC 0.00931399122506492 0.0185429638347281
TXN 0.475069613582586 1.13941718989186 0 LIHC 0.0549332506194205 -0.0149260654864978
NUMA1 0.476411297819966 -1.09305843935757 0 LIHC -0.0413222226131001 0.0276169914142481
ZMYM6 0.476411297819966 -1.16779773120633 0 LIHC 0.0354347622502652 0.0219370276567659
SSBP3 0.476411297819966 -1.16770129316912 0 LIHC -0.0152501230913704 0.0118750962880107
IHH 0.480183901011379 -1.18144254674932 0 LIHC -0.0289694670965172 0.0215334105310678
MED23 0.4839144467595 -1.10090715524846 0 LIHC -0.000949772415683458 0.0272899116092879
BANP 0.4839144467595 -1.17913514768765 0 LIHC -0.0241588211906881 0.00953068819135973
POU4F2 0.484378530670503 -1.106205395788 0 LIHC -0.057322282446902 0.0377088511734405
ZNF547 0.484762268481807 -1.12920069708116 0 LIHC 0.00942288853419039 0.0141583066024286
NFIB 0.485198871424422 1.12615823491462 0 LIHC -0.0154941734910863 0.0109782553862092
ZNF442 0.486495598705207 -1.17436530588026 0 LIHC -0.0831491540348225 0.0518696436509962
PPM1F 0.486917186346605 -1.17393806304917 0 LIHC 0.00289875021701793 -0.00442516875536212
ZNF555 0.487134497404785 -1.12252743721667 0 LIHC -0.0392352470444112 0.0242343542134773
LYAR 0.487334345866366 -1.06590449606575 0 LIHC 0.066104898633836 -0.00789360139027741
TOPORS 0.487442781019199 -1.10047790237142 0 LIHC -0.044758432136963 0.0236365141579715
CLOCK 0.490920321645084 -1.15688061240186 0 LIHC -0.0221598681782214 0.0147235317872291
CDK5 0.491692110783966 -1.06954990362138 0 LIHC -0.0185424485118514 0.0159474525379211
GMCL1 0.492619116269155 -1.12433364376566 0 LIHC -0.0507495014907934 0.0675863631864
MEIS2 0.496740792835417 -1.16261393634129 0 LIHC 0.0718458327734786 0.019868258733948
THAP5 0.497039143147652 -1.13031963948138 0 LIHC -0.00697499135851983 0.00449641679930113
CTDP1 0.497039143147652 -1.15281631447363 0 LIHC 0.0233732681261926 0.0406961333457065
HRAS 0.497039143147652 1.11283992862311 0 LIHC 0.054956305923755 -0.00243055539147734
EXOSC9 0.497084132548633 1.14440404683201 0 LIHC 0.108031276447811 -0.0226796910631428
ORC2 0.502946631049262 -1.16874668927796 0 LIHC 0.050545651145373 0.0368451838989941
DPF2 0.502970943998312 1.19178718235486 0 LIHC 0.0446576825858144 0.00388637146368117
PAM 0.503793515791052 -1.08700475439433 0 LIHC 0.0347345119531208 -0.0133251117026254
RFX8 0.503793515791052 -1.15026018362332 0 LIHC -0.0369735486328507 0.014347989572878
PRKAA2 0.504943024257565 -1.07958394181894 0 LIHC 0.000837719268097291 0.0237142356173052
FABP4 0.505208314587313 -1.07493206074523 0 LIHC -0.0143703969905643 0.00535237613405646
ZNF791 0.505317189787782 -1.14290156272465 0 LIHC -0.0716418959436535 0.0661331734934194
ZNF773 0.50724100654871 -1.15510929088969 0 LIHC -0.00680253738254811 0.0162111375234039
NRIP1 0.507544636159072 -1.17136857516534 0 LIHC 0.0252369658432569 0.000719280551471679
EID2 0.508625802821173 -1.13036108666193 0 LIHC -0.0101144922466179 0.0143118550105134
EREG 0.508625802821173 1.19402452431576 0 LIHC 0.0331304186285677 0.0222546308136759
TADA2A 0.508625802821173 -1.08269165325394 0 LIHC -0.00418947125075732 0.0233225006042865
HTRA3 0.50903587930317 -1.05694340433588 0 LIHC 0.0278035472019125 -0.00313426807074085
LEMD3 0.50903587930317 -1.17607707938941 0 LIHC -0.0570565776267245 0.0376175383697795
EGLN3 0.511807099589164 1.09562916710946 0 LIHC 0.054306795125535 -0.00126007306663089
TRIM40 0.51235955735382 1.19098145886461 0 LIHC 0.149506255029817 -0.0424803122971405
SLC11A1 0.513252661343198 1.16702675112722 0 LIHC 0.0355900544435947 0.0108084291538858
KDM1B 0.513252661343198 -1.16919354896227 0 LIHC -0.0189134381143286 0.0583763802255193
PATZ1 0.514489215523542 -1.1327824361755 0 LIHC -0.0159793741843142 0.0210818670527075
C1D 0.519287618116273 -1.16580571554536 0 LIHC 0.0173278996797102 0.00234020520260808
SUB1 0.519310834414051 1.17918086932856 0 LIHC 0.0678518365776953 -0.011218753824162
APBB2 0.521289197999246 -1.12278949695781 0 LIHC -0.0588352287865208 0.0298751933807744
PSMC3 0.521888925974853 1.18108857797316 0 LIHC 0.0241997629809895 -0.00430489392326337
ASCC2 0.524302876215548 -1.07432887194167 0 LIHC -0.0380780127586827 0.0268580418353256
MDM4 0.524968527180468 -1.06380320258696 0 LIHC -0.00064270867977533 0.0124802862064505
STK16 0.526063381979232 -1.08172234256161 0 LIHC -0.00904392471221189 0.000186256402065437
TGIF1 0.526063381979232 -1.10460804803734 0 LIHC -0.0101737363242964 0.00837680010118793
HDAC10 0.526063381979232 -1.10757202936716 0 LIHC 0.0101885309810341 0.018937973599705
ZNF446 0.52694096031061 -1.15738769174849 0 LIHC -0.0900750297915165 0.0634483742275028
NFKBIZ 0.52694096031061 1.1732688210404 0 LIHC -0.0141424327731457 0.0288389309752287
HSBP1 0.52694096031061 -1.05512290706953 0 LIHC 0.0610664486016978 -0.0124609297456812
CREB3L1 0.52694096031061 1.11929060421742 0 LIHC 0.0327480566420715 -0.00599676401834108
PBRM1 0.529488475668536 -1.1162980582832 0 LIHC -0.00638126779561245 0.0245045577605387
TET2 0.530230179015289 -1.15478393267753 0 LIHC -0.0345048120751079 0.0171604498343131
ZNF275 0.530606470763296 -1.11091043291443 0 LIHC -0.0329225589457696 0.0241643762372797
TCF19 0.533642139781005 1.09087786374979 0 LIHC 0.00954333412226584 0.0170594169818926
ISX 0.53450455778953 1.13954428317464 0 LIHC 0.0106832725520489 0.0150952829836139
TFE3 0.534544225041927 1.17840632901544 0 LIHC -0.0823512281985972 0.0492069640398224
ZNF45 0.535288265241221 -1.16019726060374 0 LIHC -0.0752847442563823 0.093455008618024
PLAGL2 0.535288265241221 -1.06441800683671 0 LIHC -0.00349144403405612 0.0208518144676143
FOXC2 0.535288265241221 1.1591206431268 0 LIHC 0.0261450493558921 0.016119685765692
PCGF3 0.535288265241221 -1.09422568195424 0 LIHC 0.00538298967496933 0.0215382325214139
CITED4 0.535288265241221 -1.10314614149502 0 LIHC 0.0138194590529696 0.00384847281875141
PRKCI 0.535288265241221 -1.12720131430768 0 LIHC 0.0435346001311885 -0.0001345706573689
ACTR5 0.535288265241221 -1.09317829928261 0 LIHC 0.0265547851319572 0.00659803299331787
NKAP 0.53539516339649 1.10662613669069 0 LIHC 0.0504450984921269 -0.00815811257324446
NAA15 0.535612459386107 1.11156625347481 0 LIHC 0.0939851782447455 -0.0197339538175412
GFI1B 0.536823237367777 1.1507349739414 0 LIHC 0.0819280590407513 -0.0270393972559524
EHMT1 0.538246128981133 -1.06690010824574 0 LIHC -0.0448873448798507 0.035518049264573
INSR 0.538721657355019 -1.13135140417396 0 LIHC -0.0266151949210816 0.0216673488518387
SDR16C5 0.539819993097897 1.1437331546959 0 LIHC 0.0686339760190395 -0.017809395836326
HGF 0.543221506495715 1.12704063497039 0 LIHC 0.0474197054009965 -0.0276886017505201
EZR 0.544130981825125 1.12239132985832 0 LIHC 0.0361501987537354 0.0122556373757127
AKAP8 0.545917440946919 -1.15489107638649 0 LIHC 0.0085473654713742 0.0446329761932488
ZNF627 0.546320210916593 -1.13919426194633 0 LIHC -0.0405014230161897 0.0358921075842599
ERC1 0.547990103516489 -1.14739384268247 0 LIHC -0.0887341053810013 0.0552560711285283
MED4 0.551852748972478 1.10237803141357 0 LIHC -0.00483124920657544 -0.00423454653430475
MAP3K10 0.551852748972478 -1.13016273262407 0 LIHC -0.0425567147077789 0.0238487554674072
ZBED4 0.553442110314069 -1.05701956877767 0 LIHC -0.0323857185817709 0.0313500301185914
CDCA7 0.553555376166783 1.10426224714444 0 LIHC 0.0856969973897503 -0.00422385255898301
MED14 0.553893480678379 -1.10177925435912 0 LIHC -0.00299880843270645 0.0279359036429687
MCTS1 0.554265087347986 1.09266082867192 0 LIHC 0.0389981935043787 -0.0176860919530673
ZNF564 0.556783055389569 -1.09929160406567 0 LIHC -0.0144972115765084 0.00902346341154526
BSX 0.557498825455457 1.11148526192244 0 LIHC 0.0695462375038118 -0.00241123924639481
COMMD9 0.559411865037814 1.09474807965208 0 LIHC 0.0485232984736625 -0.00783468556134896
ZNF408 0.560216831290905 1.15860020775258 0 LIHC 0.0229347052027318 0.00573625862528687
ID1 0.560216831290905 1.14295907865596 0 LIHC 0.0325822424398341 -0.0076572377257733
VAX2 0.560216831290905 -1.07087015201114 0 LIHC 0.0266934242354707 -0.00831821797282382
DMAP1 0.561664191157065 1.09023178094099 0 LIHC 0.0193978679147374 0.00734649394432039
SAV1 0.561918250154753 -1.10689700318383 0 LIHC -0.0115938596635997 0.00752428831081783
BMPER 0.561933523584205 -1.07091969223576 0 LIHC -0.038117517447423 0.0114682116286139
TSC22D3 0.561933523584205 -1.08577226390242 0 LIHC -0.0102951415376425 -0.00317864822354161
ZNF613 0.561987664795375 -1.13384486733617 0 LIHC -0.105576971951276 0.0667086409321237
TRIM31 0.562115390385739 1.10255560909198 0 LIHC 0.0894013415969846 -0.0197171802146394
SETD6 0.565753208893085 1.11244068461918 0 LIHC 0.0216746228137883 0.0061517824186626
MAF1 0.566656554228586 -1.05238984750522 0 LIHC 0.0622249943066387 -0.0101466867050038
KDM1A 0.567321673432519 1.0820066046887 0 LIHC 0.0700183867972512 0.0069449026224219
TCEAL4 0.568019665339299 -1.05548648498707 0 LIHC -0.00638240262208071 0.0043915083458506
ZNF572 0.569914330786775 -1.05464287672308 0 LIHC -0.0191858106093281 0.0247502339900056
CYLD 0.571880767965844 1.13429632096809 0 LIHC 0.0504788798043702 -0.0188965602109232
E2F5 0.572095348778297 1.12068557427066 0 LIHC 0.00864861692299158 0.0190272701551523
PSMD14 0.573045291556817 1.07483671693734 0 LIHC 0.0620113915209912 -0.0113265382030077
H3F3A 0.573532882607026 -1.07384926064833 0 LIHC 0.00433116695477838 0.00160545553859931
TCEAL3 0.573532882607026 -1.11708513793993 0 LIHC 0.0346127839371901 0.00275118799554427
PEG3 0.573532882607026 -1.0529665135736 0 LIHC -0.0211536800234311 0.01099227697898
SFMBT1 0.57449250880517 -1.07016876909204 0 LIHC -0.0172455221864793 0.0159715404247504
NR3C2 0.574920940377658 -1.05606889132132 0 LIHC -0.0558427463547772 0.0241710858681082
WDTC1 0.576590191451755 -1.06704180666097 0 LIHC -0.00950258236813271 0.000666964299971796
